countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Romania,2009,125213900000.0,20440290.0,85843601563.0,15892034595.0,81649339183.0,11697772215.0,39806578773.0,-30144988195.0,83806121383.51,13854554415.509995,78253538883.85,8301971915.850006,22859918232.479996,-47091648735.52002,83532657283.51,13581090315.509995,77797765383.85,7846198415.850006,20585391432.479996,-49366175535.52002,4199725227.1371884,777485769.2821383,3994529391.853051,572289933.998001,1947456654.1374903,-1474782803.7175598,4100045614.9844255,677806157.1293751,3828396704.9317794,406157247.07672966,1118375435.5970485,-2303864022.258002,4086666934.9363437,664427477.0812936,3806098904.8516436,383859446.9965938,1007098795.1971325,-2415140662.657918,6125.837744963501
Romania,2010,128278900000.0,20294683.0,90970743968.0,24774541202.0,87214500008.0,21018297242.0,49741494788.0,-16454707978.0,88562784773.87,22366582007.869995,83201234684.45,17005031918.449997,29713389744.759995,-36482813021.23999,88060416473.87,21864213707.869995,82363954184.45,16167751418.449997,25534961344.76001,-40661241421.23999,4482491496.319504,1220740486.6585007,4297406370.328623,1035655360.6676192,2450961899.133877,-810789110.5271268,4363841739.92124,1102090730.260236,4099656776.331515,837905766.6705115,1464097258.6149778,-1797653751.0460248,4339088049.508829,1077337039.847826,4058400625.644165,796649615.9831614,1258209420.8990605,-2003541588.7619429,6320.813190331674
Romania,2011,138520700000.0,20199059.0,102202972912.0,39135072932.0,98197710112.0,35129810132.0,58240445512.0,-4827454468.0,99777805131.79001,36709905151.79001,94155763811.65,31087863831.649994,38069208736.92,-24998691243.080017,99557046831.79001,36489146851.78999,93787833311.65,30719933331.649994,36233060336.92,-26834839643.080017,5059788820.459409,1937470103.5330408,4861499246.672828,1739180529.74646,2883324689.135271,-238994027.7910966,4939725416.505295,1817406699.5789263,4661393573.41597,1539074856.4896014,1884702091.1677122,-1237616625.7586563,4928796278.667735,1806477561.741366,4643178343.686704,1520859626.7603352,1793799420.8997557,-1328519296.0266128,6857.779859942981
Romania,2012,139319800000.0,20095996.0,104952793023.0,44588659699.0,101139958683.0,40775825359.0,63102397053.0,2738263729.0,102368141763.39,42004008439.39,96832206583.65,36468073259.649994,41604662766.72,-18759470557.28,102255132363.39,41890999039.39,96643857583.65,36279724259.649994,40664711566.72,-19699421757.28,5222572348.392187,2218783269.01538,5032841302.466422,2029052223.0896144,3140048249.0641418,136259169.68733472,5093957112.819389,2090168033.4425824,4818482576.511759,1814693497.1349514,2070296130.9665866,-933492948.4102206,5088333634.3911495,2084544555.014342,4809110112.464692,1805321033.0878844,2023523072.293605,-980266007.083202,6932.714357626265
Romania,2013,142928900000.0,20020074.0,111652060237.0,56226045393.0,108344444737.0,52918429893.0,75347042487.0,19921027643.0,109043065573.27,53617050729.270004,103996120297.45,48570105453.45,53646832902.96001,-1779181941.039978,109021655653.27,53595640809.270004,103960437097.45,48534422253.45,53468756742.96001,-1957258101.039978,5577005371.558567,2808483394.8665724,5411790422.802633,2643268446.1106386,3763574624.49939,995052647.8073957,5446686439.48419,2678164462.792196,5194592202.678672,2426070225.986677,2679652078.3569536,-88869898.33504002,5445617016.863674,2677095040.17168,5192809831.644479,2424287854.952484,2670757198.148219,-97764778.54377452,7139.279305361209
Romania,2014,150522400000.0,19947311.0,120582782204.0,66485908712.0,117768371864.0,63671498372.0,89691278234.0,35594404742.0,117256528507.01,63159655015.009995,112224615702.35,58127742210.350006,62025295103.479996,7928421611.47998,117099022207.01,63002148715.009995,111962105202.35,57865231710.350006,60715242703.479996,6618369211.47998,6045064530.45225,3333076258.348807,5903972313.060142,3191984040.9566984,4496409477.648391,1784421205.5449479,5878312545.83688,3166324273.7334366,5626052338.701191,2914064066.5977488,3109456462.7522974,397468190.6488539,5870416428.911646,3158428156.8082027,5612892143.825802,2900903871.722359,3043780823.5646396,331792551.46119595,7545.999558536988
Romania,2015,160287800000.0,19870647.0,131421045933.0,79912393296.0,128615360673.0,77106708036.0,100625310103.0,49116657466.0,128140106259.87,76631453622.87,123147127884.45,71638475247.45,73336224567.76,21827571930.76001,128047956159.87,76539303522.87,122993544384.45,71484891747.45,72569769767.76,21061117130.76001,6613828222.754901,4021630161.1115127,6472630743.88066,3880432682.237272,5064017799.873351,2471819738.229963,6448713333.786766,3856515272.1433783,6197439262.267102,3605241200.623714,3690681263.059024,1098483201.4156363,6444075835.068179,3851877773.424791,6189710097.736123,3597512036.0927353,3652109051.494901,1059910989.8515135,8066.561697764547
Romania,2016,167494300000.0,19760585.0,140237224982.0,91516923460.0,137601777482.0,88881475960.0,111310051232.0,62589749710.0,136784507493.5,88064205971.5,131847248334.5,83126946812.5,82592210534.0,33871909012.0,136528960593.5,87808659071.5,131421336834.5,82701035312.5,80466709334.0,31746407812.0,7096815452.680171,4631286141.57931,6963446551.911292,4497917240.8104315,5632932994.2408085,3167403683.1399474,6922087959.111534,4456558648.0106735,6672234062.630231,4206704751.5293703,4179644000.114369,1714114689.0135086,6909155806.546213,4443626495.445353,6650680475.021362,4185151163.920501,4072081334.3329663,1606552023.2321057,8476.181246658436
Romania,2017,186399000000.0,19643949.0,159014895470.0,110645398434.0,156166204730.0,107796707694.0,127747123300.0,79377626264.0,155668595909.48,107299098873.48,150589038795.8,102219541759.8,99914409495.04,51544912459.03999,155342016509.48,106972519473.48,150044739795.8,101675242759.8,97198098295.04,48828601259.03998,8094853813.25313,5632543560.0550585,7949837618.189703,5487527364.9916315,6503128434.1045685,4040818180.906497,7924506213.566325,5462195960.368254,7665924952.04503,5203614698.846958,5086269033.534958,2623958780.336886,7907881277.307327,5445571024.109256,7638216724.9467,5175906471.748629,4947991785.920438,2485681532.7223654,9488.87619286733
Romania,2018,206071900000.0,19533481.0,178500799800.0,130273907021.0,175517578440.0,127290685661.0,145756393920.0,97529501141.0,175302154859.04,127075262080.04001,170186503538.4,121959610759.4,119151791553.92,70924898774.92,174791520959.04,126564628180.04001,169335447038.4,121108554259.4,114904614353.92,66677721574.91998,9138197119.090038,6669262228.324793,8985473630.634499,6516538739.869253,7461875019.61376,4992940128.848514,8974445203.035751,6505510312.270507,8712553770.544022,6243618879.778776,6099874955.924139,3630940065.158893,8948303733.42263,6479368842.657385,8668984654.52215,6200049763.756906,5882444319.7769,3413509429.0116534,10549.67622002448
Romania,2019,224178600000.0,19414458.0,196335826958.0,147032939375.0,193499140658.0,144196253075.0,165199817808.0,115896930225.0,193130768751.23,143827881168.22998,188157376980.05,138854489397.05,138541873358.03998,89238985775.04,192610023351.23,143307135768.22998,187289467980.05,137986580397.05,134210594158.04,84907706575.03998,10112866759.298662,7573373378.489371,9966754707.136301,7427261326.327008,8509113043.897491,5969619663.0882,9947780605.115528,7408287224.306235,9691611116.831074,7152117736.021783,7136015507.517129,4596522126.707838,9920958048.441528,7381464667.632235,9646906855.70774,7107413474.898449,6912919956.768301,4373426575.959008,11546.992452738057
Romania,2020,220486600000.0,19328838.0,194088399968.0,146740640067.0,191499970208.0,144152210307.0,165677301888.0,118329541987.0,190778275634.33002,143430515733.33002,185983096318.55,138635336417.55,138145474096.84,90797714195.84,190347695834.33002,142999935933.33002,185265463318.55,137917703417.55,134564143696.84,87216383795.84,10041389967.053373,7591798330.918806,9907474531.47468,7457882895.340113,8571508638.439621,6121917002.305053,9870136820.140457,7420545184.005889,9622052619.95315,7172460983.818582,7147117384.75122,4697525748.6166525,9847860271.4933,7398268635.358732,9584925038.874556,7135333402.739988,6961833075.368525,4512241439.233957,11407.131665131654
Romania,2021,241611300000.0,19201662.0,213724209082.0,163920781056.0,210946130422.0,161142702396.0,183231488552.0,133428060526.0,210477086935.06,160673658909.06,205534260177.1,155730832151.1,156223678948.88,106420250922.88,209922749935.06,160119321909.06,204610365177.1,154806937151.1,151613002948.88,101809574922.88,11130505738.617834,8536801713.101709,10985826665.525099,8392122640.008974,9542480674.433287,6948776648.917161,10961399431.729399,8367695406.213275,10703982820.71104,8110278795.194916,8135945677.456462,5542241651.940337,10932530211.971235,8338826186.45511,10655867454.447433,8062163428.931308,7895827087.721886,5302123062.205761,12582.832673546696
Sweden,1990,,8527039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1991,,8590630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1992,,8644120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sweden,1993,181713600000.0,8692013.0,170936228183.0,162236156071.0,169660268603.0,160960196491.0,156931052793.0,148230980681.0,,,,,,,,,,,,,19665896517.066875,18664969331.154934,19519099730.177578,18518172544.265636,18054627022.87721,17053699836.96527,,,,,,,,,,,,,20905.813187347972
Sweden,1994,192863000000.0,8745109.0,185181838601.0,176513230445.0,183865448141.0,175196839985.0,170732886171.0,162064278015.0,,,,,,,,,,,,,21175475182.870792,20184223026.26531,21024946417.591824,20033694260.98634,19523242783.02306,18531990626.41758,,,,,,,,,,,,,22053.813165736414
Sweden,1995,204328500000.0,8816381.0,197456564092.0,189171717354.0,196167760912.0,187882914174.0,183310414902.0,175025568164.0,,,,,,,,,,,,,22396555240.976994,21456844634.32331,22250372450.101692,21310661843.44801,20792025083.988544,19852314477.33486,,,,,,,,,,,,,23176.006118610345
Sweden,1996,229771300000.0,8837496.0,223045672999.0,214882691018.0,221700596119.0,213537614138.0,208281852959.0,200118870978.0,,,,,,,,,,,,,25238559994.708908,24314884104.954617,25086358864.434,24162682974.679707,23567971398.12001,22644295508.36572,,,,,,,,,,,,,25999.593097411303
Sweden,1997,236645700000.0,8844499.0,230500420858.0,222814348994.0,229394321458.0,221708249594.0,218359663158.0,210673591294.0,,,,,,,,,,,,,26061444617.49614,25192421752.09698,25936383898.96364,25067361033.56448,24688754349.794147,23819731484.39499,,,,,,,,,,,,,26756.25832508998
Sweden,1998,241468100000.0,8847625.0,235516887669.0,228156439188.0,234419290749.0,227058842268.0,223469454809.0,216109006328.0,,,,,,,,,,,,,26619221279.04381,25787308931.83199,26495165736.454697,25663253389.242874,25257564013.95855,24425651666.746727,,,,,,,,,,,,,27291.85515887032
Sweden,1999,257109700000.0,8854322.0,251624447209.0,244652290531.0,250673964949.0,243701808271.0,241191772879.0,234219616201.0,,,,,,,,,,,,,28418262539.92118,27630832776.467808,28310915838.502373,27523486075.049,27240004698.157578,26452574934.704205,,,,,,,,,,,,,29037.76257515821
Sweden,2000,285150300000.0,8861426.0,279974979357.0,273124560214.0,279128967477.0,272278548334.0,270688991817.0,263838572674.0,,,,,,,,,,,,,31594799680.886574,30821739098.650715,31499328378.63793,30726267796.40207,30546888482.395496,29773827900.159637,,,,,,,,,,,,,32178.827651441203
Sweden,2001,270524500000.0,8882792.0,265528489913.0,258928004130.0,264687099713.0,258086613930.0,256293230813.0,249692745030.0,,,,,,,,,,,,,29892458352.396408,29149394033.992916,29797736985.51086,29054672667.10737,28852778587.295525,28109714268.892033,,,,,,,,,,,,,30454.89526266066
Sweden,2002,283627100000.0,8909128.0,278694060561.0,272254544020.0,277784978121.0,271345461580.0,268715798541.0,262276282000.0,,,,,,,,,,,,,31281856154.83356,30559056286.99015,31179816713.93654,30457016846.093132,30161851815.46387,29439051947.620464,,,,,,,,,,,,,31835.562358066916
Sweden,2003,296305500000.0,8940788.0,291190217088.0,284773131231.0,290150101368.0,283733015511.0,279773708828.0,273356622971.0,,,,,,,,,,,,,32568741937.287853,31851010361.838352,32452408151.048878,31734676575.599377,31291840140.71243,30574108565.262928,,,,,,,,,,,,,33140.87080467628
Sweden,2004,310182000000.0,8975670.0,305069788796.0,298837869908.0,303956135696.0,297724216808.0,292846120246.0,286614201358.0,,,,,,,,,,,,,33988525513.527122,33294213123.69996,33864450865.06077,33170138475.233604,32626658538.694046,31932346148.866882,,,,,,,,,,,,,34558.08869978508
Sweden,2005,315774800000.0,9011392.0,310929152336.0,304762327347.0,309956610836.0,303789785847.0,300254351586.0,294087526597.0,,,,,,,,,,,,,34504009184.818504,33819672626.27128,34396085625.39506,33711749066.84783,33319419639.718258,32635083081.171032,,,,,,,,,,,,,35041.733840898276
Sweden,2006,337317200000.0,9047752.0,333033298359.0,327014306078.0,332370763059.0,326351770778.0,325761184709.0,319742192428.0,,,,,,,,,,,,,36808402613.04687,36143155347.09616,36735176103.30168,36069928837.35098,36004654494.17712,35339407228.22642,,,,,,,,,,,,,37281.87952101251
Sweden,2007,358945100000.0,9113257.0,354622138238.0,348738553955.0,353919706298.0,348036122015.0,346912111468.0,341028527185.0,,,,,,,,,,,,,38912777093.63403,38267169899.30164,38835699058.85459,38190091864.5222,38066753902.36443,37421146708.03204,,,,,,,,,,,,,39387.13678325982
Sweden,2008,354881100000.0,9182927.0,350873915595.0,345229803759.0,350261295195.0,344617183359.0,344149677395.0,338505565559.0,347501296112.46,341857184276.46,344640262724.1,338996150888.1,316098048683.08,310453936847.08,345036251012.46,339392139176.46,340531854224.1,334887742388.1,295595133883.08,289951022047.08,38209376552.269226,37594745527.10699,38142663575.02352,37528032549.86128,37477122206.786575,36862491181.62434,37842105911.5966,37227474886.434364,37530545840.56913,36915914815.40689,34422363227.22374,33807732202.0615,37573668070.37234,36959037045.2101,37083149438.528694,36468518413.366455,32189642135.136215,31575011109.973976,38645.749879096285
Sweden,2009,314637500000.0,9256347.0,311076857434.0,305805750080.0,310636872994.0,305365765640.0,306247504414.0,300976397060.0,307788644211.79,302517536857.79,305156517623.65,299885410269.65,278897921422.92,273626814068.91998,305898511911.79,300627404557.79,302006297123.65,296735189769.65,263176821022.91998,257905713668.91998,33606870770.294155,33037412067.63316,33559337500.419983,32989878797.758987,33085136546.19906,32515677843.53806,33251632011.18,32682173308.519005,32967272901.8964,32397814199.235405,30130452264.04325,29560993561.382256,33047433497.446667,32477974794.78567,32626942045.67418,32057483343.013184,28432039229.181877,27862580526.52088,33991.54115549039
Sweden,2010,374695200000.0,9340682.0,370857100946.0,365485682506.0,370265419646.0,364894001206.0,364362694296.0,358991275856.0,367407708894.23,362036290454.23,364516432893.05,359145014453.05,335672512786.04,330301094346.04,365327196894.23,359955778454.23,361048912893.05,355677494453.05,318367936786.04,312996518346.04,39703428608.96024,39128372265.108696,39640084058.744316,39065027714.89277,39008146760.16162,38433090416.310074,39334141649.85276,38759085306.001205,39024605793.56518,38449549449.71363,35936617132.02955,35361560788.17799,39111405023.126785,38536348679.27523,38653378082.355225,38078321738.50368,34084014077.991306,33508957734.139755,40114.329981472445
Sweden,2011,412844700000.0,9415570.0,409418044250.0,404164964444.0,409046595830.0,403793516024.0,405340955640.0,400087875834.0,405979045326.5,400725965520.5,403314930957.5,398061851151.5,376737218562.0,371484138756.0,403771122126.5,398518042320.5,399635058957.5,394381979151.5,358372904962.0,353119825156.0,43483086446.17373,42925172288.454124,43443636001.8565,42885721844.136894,43050070854.97745,42492156697.25784,43117840484.05991,42559926326.3403,42834892731.66681,42276978573.9472,40012152058.983154,39454237901.26354,42883343454.14032,42325429296.420715,42444064348.46749,41886150190.74788,38061732318.06465,37503818160.34505,43847.021476129434
Sweden,2012,430037100000.0,9482855.0,426939881090.0,421957828791.0,426693895910.0,421711843611.0,424239900900.0,419257848601.0,423535000773.47,418552948474.47,421019095382.45,416037043083.45,395919943981.56,390937891682.56,421594726773.47,416612674474.47,417785305382.45,412803253083.45,379781791981.56,374799739682.56,45022293506.54418,44496918785.63998,44996353514.84337,44470978793.93917,44737571216.68527,44212196495.78107,44663237049.75664,44137862328.85243,44397926086.864136,43872551365.95993,41751133385.62701,41225758664.72281,44458628416.59711,43933253695.69291,44056911698.26492,43531536977.36072,40049309198.71284,39523934477.80863,45348.90599930084
Sweden,2013,441850700000.0,9555893.0,438751255987.0,433825423564.0,438498521827.0,433572689404.0,435977197707.0,431051365284.0,435449059738.39,430523227315.39,432994861412.65,428069028989.65,408511311448.72,403585479025.72,433627320238.39,428701487815.39,429958628912.65,425032796489.65,393359065448.72,388433233025.72,45914207702.723335,45398731815.435776,45887759712.98548,45372283825.69792,45623909529.64835,45108433642.360794,45568641228.8616,45053165341.57404,45311815589.88261,44796339702.59504,42749674096.25872,42234198208.97115,45378000804.151955,44862524916.86439,44994081548.69985,44478605661.412285,41164029928.8324,40648554041.54484,46238.55666864415
Sweden,2014,438833900000.0,9644864.0,435896692854.0,431258674131.0,435652902594.0,431014883871.0,433220804524.0,428582785801.0,432673622070.9,428035603347.9,430281117955.5,425643099232.5,406413041185.2,401775022462.2,430803656070.9,426165637347.9,427164507955.5,422526489232.5,390859673185.2,386221654462.2,45194695628.05655,44713815988.592476,45169418935.71542,44688539296.25135,44917253838.31229,44436374198.84821,44860520798.52033,44379641159.05627,44612460886.488396,44131581247.02432,42137767954.550735,41656888315.08666,44666638748.965256,44185759109.50118,44289324137.229935,43808444497.765854,40525161701.10849,40044282061.64442,45499.23150808555
Sweden,2015,455494700000.0,9747355.0,452765236732.0,448293349682.0,452465134132.0,447993247082.0,449471253432.0,444999366382.0,449595110132.71,445123223082.71,447181589799.85,442709702749.85,423103851241.08,418631964191.08,447840616832.71,443368729782.71,444257434299.85,439785547249.85,408510922841.08,404039035791.08,46450061245.537895,45991281704.83172,46419273139.43116,45960493598.72499,46112125128.509224,45653345587.80305,46124831826.96332,45666052286.25715,45877224108.473526,45418444567.76736,43407042345.44448,42948262804.73831,45944834966.2765,45486055425.57032,45577229340.662155,45118449799.955986,41909925599.414406,41451146058.70824,46730.08216075027
Sweden,2016,466266500000.0,9851017.0,463441763294.0,458994225747.0,463095179294.0,458647641747.0,459637591294.0,455190053747.0,460289470238.27,455841932691.27,457841357534.45,453393819987.45,433418518893.96,428970981346.96,458538605738.27,454091068191.27,454923250034.45,450475712487.45,418855772893.96,414408235346.96,47045067863.957596,46593587824.18099,47009885303.618904,46558405263.8423,46658897380.24003,46207417340.463425,46725071151.36133,46273591111.584724,46476557449.29178,46025077409.515175,43997337421.50278,43545857381.72617,46547336761.09482,46095856721.318214,46180333465.51427,45728853425.73766,42519038683.41309,42067558643.63649,47331.81355793011
Sweden,2017,480025500000.0,9995153.0,476686027734.0,472290215907.0,476107576434.0,471711764607.0,470336836084.0,465941024257.0,473974439959.23,469578628132.23,471588263476.05,467192451649.05,447783312370.04,443387500543.04,472097222659.23,467701410832.23,468459567976.05,464063756149.05,432169631970.04,427773820143.04,47691718949.57486,47251924598.55292,47633845768.44396,47194051417.42203,47056491890.01909,46616697538.997154,47420428677.70308,46980634326.68114,47181695315.32433,46741900964.3024,44800045819.21257,44360251468.190636,47232615914.856926,46792821563.834984,46868674043.914085,46428879692.89214,43237920617.12712,42798126266.10518,48025.82811888923
Sweden,2018,470673100000.0,10120242.0,467448081433.0,463176084612.0,466762075273.0,462490078452.0,459918347153.0,455646350332.0,464950647688.39,460678650867.39,462599685698.65,458327688877.65,439146041086.72,434874044265.72,463024239988.39,458752243167.39,459389006198.65,455117009377.65,423123221486.72,418851224665.72,46189417351.18587,45767293372.23359,46121631802.18417,45699507823.231895,45445390253.810135,45023266274.85786,45942641261.77911,45520517282.826836,45710338319.83959,45288214340.88731,43392839922.87141,42970715943.91913,45752289321.578476,45330165342.6262,45393085086.17186,44970961107.219574,41809595213.90101,41387471234.94873,46508.08745482568
Sweden,2019,476869500000.0,10230185.0,473978852314.0,469899058479.0,473460085114.0,469380291279.0,468284764714.0,464204970879.0,471311714294.44,467231920459.44,469014855081.4,464935061246.4,446100950075.12,442021156240.12,469564396694.44,465484602859.44,466102659081.4,462022865246.4,431567705275.12,427487911440.12,46331405767.73538,45932606153.16341,46280696303.53703,45881896688.96506,45774809029.748726,45376009415.17675,46070693178.514366,45671893563.94239,45846175321.50201,45447375706.93003,43606342414.640594,43207542800.06862,45899892982.818985,45501093368.24701,45561508328.67636,45162708714.104385,42185718564.72977,41786918950.15779,46613.96641409711
Sweden,2020,480556400000.0,10327589.0,478219224614.0,474329190962.0,478012273394.0,474122239742.0,475947688604.0,472057654952.0,475446366573.53,471556332921.53,473390843326.55,469500809674.55,452884551886.44,448994518234.44,473892780273.53,470002746621.53,470801532826.55,466911499174.55,439962659486.44,436072625834.44,46305020911.85077,45928356653.42608,46284982234.86624,45908317976.44155,46085072576.3777,45708408317.95301,46036530556.50549,45659866298.0808,45837498309.29078,45460834050.86608,43851914700.172516,43475250441.747826,45886099870.31146,45509435611.886765,45586780498.96738,45210116240.54269,42600713437.22528,42224049178.80059,46531.324978172546
Sweden,2021,540734000000.0,10379295.0,538382696436.0,534561627260.0,538126249896.0,534305180720.0,535567890366.0,531746821190.0,535552460540.1,531731391364.1,533409190069.5,529588120893.5,512027515612.8,508206446436.8,533685487040.1,529864417864.1,530297567569.5,526476498393.5,496499037612.8,492677968436.8,51870834814.503296,51502691392.81618,51846127304.022095,51477983882.33498,51599640473.269135,51231497051.582016,51598153876.549416,51230010454.8623,51391659074.09897,51023515652.41185,49331627592.509895,48963484170.82278,51418279087.36576,51050135665.67864,51091867758.79287,50723724337.10575,47835526171.36327,47467382749.676155,52097.372702095854
Slovenia,1990,,1996377.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,1991,,1999945.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,1992,,1998912.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,1993,,1994084.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,1994,,1989408.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,1995,16340400000.0,1989477.0,5555088634.0,-15241722656.0,4978543714.0,-15818267576.0,-773178226.0,-21569989516.0,,,,,,,,,,,,,2792235664.9511404,-7661170576.990837,2502438436.8354096,-7950967805.106568,-388633910.3191442,-10842040152.261122,,,,,,,,,,,,,8213.414882403767
Slovenia,1996,16946099999.999998,1990266.0,6738698305.999998,-13621318072.000002,6161016025.999998,-14199000352.000002,397947565.9999981,-19962068812.0,,,,,,,,,,,,,3385827977.767795,-6843968631.328678,3095574172.497545,-7134222436.598928,199946924.68242842,-10029849684.414043,,,,,,,,,,,,,8514.490022941656
Slovenia,1997,18320700000.0,1986989.0,7996722951.0,-12663257220.0,7405232751.0,-13254747420.0,1504413851.0,-19155566320.0,,,,,,,,,,,,,4024543140.9031453,-6373088738.790199,3726861472.811374,-6670770406.88197,757132450.6577541,-9640499429.035591,,,,,,,,,,,,,9220.332875521706
Slovenia,1998,19784600000.0,1984923.0,10030955646.0,-9451574067.0,9462420546.0,-10020109167.0,3790606096.0,-15691923617.0,,,,,,,,,,,,,5053574192.046744,-4761682980.649628,4767147413.778771,-5048109758.917601,1909699316.2958965,-7905557856.400475,,,,,,,,,,,,,9967.439542994867
Slovenia,1999,21227500000.0,1978334.0,12111760549.0,-6054621040.0,11570606509.0,-6595775080.0,6171950729.0,-11994430860.0,,,,,,,,,,,,,6122202089.738133,-3060464532.2781696,5848661807.864597,-3334004814.1517053,3119771852.983369,-6062894769.032934,,,,,,,,,,,,,10729.987959565979
Slovenia,2000,21866800000.0,1987755.0,12906919910.0,-5017561084.0,12379037450.0,-5545443544.0,7112781480.0,-10811699514.0,,,,,,,,,,,,,6493214661.766666,-2524235171.8395877,6227647496.799152,-2789802336.8071012,3578298874.8613386,-5439150958.744916,,,,,,,,,,,,,11000.752104761401
Slovenia,2001,23249100000.0,1990094.0,14657092536.0,-2317301981.0,14077849536.0,-2896544981.0,8299211036.0,-8675183481.0,,,,,,,,,,,,,7365025238.003833,-1164418354.6103852,7073962102.292656,-1455481490.3215628,4170260819.840671,-4359182772.773547,,,,,,,,,,,,,11682.412991547133
Slovenia,2002,24972400000.0,1994026.0,16922149213.0,1004916832.0,16378124893.0,460892512.0,10950834653.0,-4966397728.0,,,,,,,,,,,,,8486423553.654767,503963755.73839056,8213596459.123402,231136661.20702538,5491821397.012877,-2490638400.9034986,,,,,,,,,,,,,12523.608017147219
Slovenia,2003,26247500000.0,1995033.0,18291737645.0,2594873466.0,17748749465.0,2051885286.0,12331795955.0,-3365068224.0,,,,,,,,,,,,,9168639137.798723,1300666939.3438604,8896469113.543486,1028496915.0886226,6181249109.66385,-1686723088.7910125,,,,,,,,,,,,,13156.423978951727
Slovenia,2004,27692000000.0,1996433.0,20106245059.0,5307202848.0,19551794239.0,4752752028.0,14020487249.0,-778554962.0,,,,,,,,,,,,,10071084308.363968,2658342577.987841,9793363583.451084,2380621853.0749593,7022768732.534475,-389972997.8416506,,,,,,,,,,,,,13870.73846204706
Slovenia,2005,29122300000.0,1997590.0,21347610025.0,6212889596.0,20784020425.0,5649299996.0,15161543225.0,26822796.0,,,,,,,,,,,,,10686682464.870169,3110192580.058971,10404547692.469425,2828057807.6582284,7589917463.042967,13427578.231769282,,,,,,,,,,,,,14578.717354412067
Slovenia,2006,31476100000.0,2003358.0,24651762321.0,11741048337.0,24080900841.0,11170186857.0,18385877981.0,5475163997.0,,,,,,,,,,,,,12305220694.953173,5860684079.929798,12020268389.873402,5575731774.850027,9177529917.768068,2732993302.744692,,,,,,,,,,,,,15711.670105892206
Slovenia,2007,35073500000.0,2010377.0,28064814470.0,14708903666.0,27499304630.0,14143393826.0,21857670750.0,8501759946.0,,,,,,,,,,,,,13959975900.04263,7316490223.475497,13678680481.322657,7035194804.755526,10872423804.092466,4228938127.525335,,,,,,,,,,,,,17446.230234428665
