countries,Year,GDP [Euro],Population,GrDP (Territorial & Low GHG with VOLY) scenario [Euro],GrDP (Territorial & Low GHG with VSL) scenario [Euro],GrDP (Territorial & Central GHG with VOLY) scenario [Euro],GrDP (Territorial & Central GHG with VSL) scenario [Euro],GrDP (Territorial & High GHG with VOLY) scenario [Euro],GrDP (Territorial & High GHG with VSL) scenario [Euro],GrDP (Residential & Low GHG with VOLY) scenario [Euro],GrDP (Residential & Low GHG with VSL) scenario [Euro],GrDP (Residential & Central GHG with VOLY) scenario [Euro],GrDP (Residential & Central GHG with VSL) scenario [Euro],GrDP (Residential & High GHG with VOLY) scenario [Euro],GrDP (Residential & High GHG with VSL) scenario [Euro],GrDP (Footprint & Low GHG with VOLY) scenario [Euro],GrDP (Footprint & Low GHG with VSL) scenario [Euro],GrDP (Footprint & Central GHG with VOLY) scenario [Euro],GrDP (Footprint & Central GHG with VSL) scenario [Euro],GrDP (Footprint & High GHG with VOLY) scenario [Euro],GrDP (Footprint & High GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Low GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Low GHG with VSL) scenario [Euro],GrDP per capita (Territorial & Central GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & Central GHG with VSL) scenario [Euro],GrDP per capita (Territorial & High GHG with VOLY) scenario [Euro],GrDP per capita (Territorial & High GHG with VSL) scenario [Euro],GrDP per capita (Residential & Low GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Low GHG with VSL) scenario [Euro],GrDP per capita (Residential & Central GHG with VOLY) scenario [Euro],GrDP per capita (Residential & Central GHG with VSL) scenario [Euro],GrDP per capita (Residential & High GHG with VOLY) scenario [Euro],GrDP per capita (Residential & High GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Low GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Low GHG with VSL) scenario [Euro],GrDP per capita (Footprint & Central GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & Central GHG with VSL) scenario [Euro],GrDP per capita (Footprint & High GHG with VOLY) scenario [Euro],GrDP per capita (Footprint & High GHG with VSL) scenario [Euro],GDP per capita [Euro]
Estonia,2005,11343300000.0,1358850.0,9304483187.0,8276427941.0,8616236747.0,7588181501.0,1750159167.0,722103921.0,,,,,,,,,,,,,6847321769.878942,6090759054.347426,6340829927.512235,5584267211.980719,1287970833.4253228,531408117.8938073,,,,,,,,,,,,,8347.72049895132
Estonia,2006,13568900000.0,1350700.0,11968260254.0,11017028289.0,11373670454.0,10422438489.0,5441929354.0,4490697389.0,,,,,,,,,,,,,8860783485.60006,8156532382.468349,8420574853.039165,7716323749.907455,4028969685.348338,3324718582.2166286,,,,,,,,,,,,,10045.828089138966
Estonia,2007,16401300000.0,1342920.0,14133602657.0,12914651117.0,13371242597.0,12152291057.0,5765793427.0,4546841887.0,,,,,,,,,,,,,10524530617.609388,9616843234.891132,9956842251.95842,9049154869.240164,4293474985.10708,3385787602.3888245,,,,,,,,,,,,,12213.162362612813
Estonia,2008,16618099999.999998,1338440.0,14788247041.999998,13825712481.999998,14167423201.999998,13204888641.999998,7973966321.999998,7011431761.999998,14332485251.809998,13369950691.809998,13407820218.349998,12445285658.349998,4183185717.879999,3220651157.879999,14352751721.809998,13390217161.809998,13441597668.349998,12479063108.349998,4351751277.879999,3389216717.879999,11048868116.613369,10329721528.047577,10585026749.051132,9865880160.48534,5957656915.513581,5238510326.947788,10708350954.700994,9989204366.1352,10017498145.86384,9298351557.298046,3125418933.8931885,2406272345.3273954,10723492813.880337,10004346225.314545,10042734577.829412,9323587989.263618,3251360746.749947,2532214158.184154,12416.021637129792
Estonia,2009,14131900000.0,1335740.0,12588529003.0,11751079179.0,12096801403.0,11259351579.0,7191233203.0,6353783379.0,12174315256.06,11336865432.060001,11406445158.1,10568995334.1,3746026799.880001,2908576975.880001,12196146016.06,11358696192.060001,11442829758.1,10605379934.1,3927603279.880001,3090153455.880001,9424385735.996527,8797430023.05838,9056254512.854298,8429298799.916151,5383707310.554449,4756751597.6163025,9114285157.336008,8487329444.397863,8539420215.086768,7912464502.148622,2804458053.1241117,2177502340.185965,9130628727.192417,8503673014.254272,8566659498.180783,7939703785.242637,2940395046.8504357,2313439333.912289,10579.828409720454
Estonia,2010,14741100000.0,1333290.0,12692234736.0,11535437004.0,12035819676.0,10879021944.0,5487298006.0,4330500274.0,12232084072.23,11075286340.23,11268901903.05,10112104171.05,1660013120.040001,503215388.0400009,12341111872.23,11184314140.23,11450614903.05,10293817171.05,2566847520.040001,1410049788.040001,9519485435.276646,8651858938.415499,9027158139.639538,8159531642.77839,4115607261.7360063,3247980764.8748584,9174361220.91218,8306734724.051032,8451951115.69876,7584324618.837612,1245050304.164886,377423807.30373806,9256134728.551178,8388508231.69003,8588240295.097091,7720613798.235943,1925198208.9717922,1057571712.1106443,11056.184325990595
Estonia,2011,16677300000.0,1329660.0,14454636097.0,13102806345.0,13787695417.0,12435865665.0,7134168157.0,5782338405.0,14008483273.45,12656653521.45,13044107377.75,11692277625.75,3423309751.5999985,2071479999.5999985,13972081243.45,12620251491.45,12983437327.75,11631607575.75,3120537311.5999985,1768707559.5999985,10870926475.189146,9854253226.3887,10369339091.948318,9352665843.147873,5365407816.283862,4348734567.483417,10535387447.505377,9518714198.704931,9810107379.142036,8793434130.34159,2574575268.564895,1557902019.7644498,10508010501.519186,9491337252.71874,9764479135.831717,8747805887.031271,2346868606.711489,1330195357.911044,12542.529669238753
Estonia,2012,17916700000.0,1325217.0,16080070359.0,15252412601.0,15391106979.0,14563449221.0,8517877069.0,7690219311.0,15724613395.11,14896955637.11,14798678705.85,13971020947.85,5561377877.279999,4733720119.279999,15734796715.11,14907138957.11,14815650905.85,13987993147.85,5646077237.279999,4818419479.279999,12133914942.986696,11509369862.44517,11614027724.51606,10989482643.974533,6427533806.91615,5802988726.374624,11865689464.525433,11241144383.983906,11166985260.413956,10542440179.872429,4196579033.6827846,3572033953.1412582,11873373730.573936,11248828650.03241,11179792370.494795,10555247289.953268,4260492611.6100225,3635947531.0684958,13519.823545879655
Estonia,2013,18910800000.0,1320174.0,16835905628.0,15932339563.0,16031047028.0,15127480963.0,8001624328.0,7098058263.0,16500940254.529999,15597374189.529999,15472771405.55,14569205340.55,5215563126.439999,4311997061.439999,16657350354.529999,15753784289.529999,15733454905.55,14829888840.55,6516497926.439999,5612931861.439999,12752792910.631477,12068363384.67505,12143131911.399557,11458702385.44313,6061037657.157314,5376608131.200887,12499064710.05337,11814635184.096943,11720251577.102715,11035822051.146288,3950663417.428308,3266233891.4718804,12617541592.64612,11933112066.689692,11917713048.09063,11233283522.134203,4936090186.929904,4251660660.973477,14324.475410059584
Estonia,2014,20048200000.0,1315819.0,17896477393.0,17053761420.0,17023690933.0,16180974960.0,8316606963.0,7473890990.0,17721726415.48,16879010442.48,16732439303.8,15889723330.8,6863122642.040001,6020406669.040001,17816862715.48,16974146742.48,16890999803.8,16048283830.8,7654415042.040001,6811699069.040001,13601017611.84479,12960567844.057579,12937714786.760185,12297265018.972975,6320479460.32091,5680029692.5337,13468209849.135786,12827760081.348574,12716368515.57851,12075918747.7913,5215856164.138078,4575406396.350866,13540511814.679678,12900062046.892467,12836871791.484999,12196422023.697788,5817224893.423792,5176775125.636581,15236.290097650208
Estonia,2015,20631400000.0,1314870.0,18797145058.0,18078069741.0,18075220918.0,17356145601.0,10873168188.0,10154092871.0,18593297767.36,17874222450.36,17735475433.6,17016400116.6,9177676437.279999,8458601120.279999,18456764167.36,17737688850.36,17507919433.6,16788844116.6,8042063637.279999,7322988320.279999,14295820163.21005,13748940762.96516,13746774143.451445,13199894743.206553,8269386470.145337,7722507069.900447,14140787885.768175,13593908485.523283,13488387014.381649,12941507614.136759,6979911654.597031,6433032254.35214,14036949787.705248,13490070387.460358,13315323517.610104,12768444117.365215,6116242394.518088,5569362994.273197,15690.82875113129
Estonia,2016,21747900000.0,1315944.0,19789715686.0,19111178973.0,18972700186.0,18294163473.0,10821997936.0,10143461223.0,19655668751.44,18977132038.44,18749288628.4,18070751915.4,9707067877.119999,9028531164.119999,19712287481.44,19033750768.44,18843653178.4,18165116465.4,10177991917.119999,9499455204.119999,15038417809.572443,14522790462.968029,14417558943.237705,13901931596.633291,8223752633.85068,7708125287.246265,14936554102.18064,14420926755.576225,14247786097.5847,13732158750.980286,7376505289.829961,6860877943.225546,14979579284.103275,14463951937.49886,14319494734.122425,13803867387.51801,7734365533.122989,7218738186.518574,16526.46313216976
Estonia,2017,23833600000.0,1315635.0,21752588877.0,21041476143.0,20863626537.0,20152513803.0,11995168907.0,11284056173.0,21633238075.92,20922125341.92,20664708535.2,19953595801.2,11002473355.16,10291360621.16,21752767975.92,21041655241.92,20863925035.2,20152812301.2,11996658555.16,11285545821.16,16533908627.392857,15993399493.78057,15858217922.904148,15317708789.291862,9117398751.933477,8576889618.321191,16443191368.365847,15902682234.753561,15707022491.192467,15166513357.58018,8362861549.867555,7822352416.255268,16534044758.553854,15993535624.941568,15858444808.17248,15317935674.560194,9118531017.46305,8578021883.850764,18115.66277881023
Estonia,2018,25932200000.0,1319133.0,23805682565.0,23145754299.0,22869613865.0,22209685599.0,13531214215.0,12871285949.0,23829805556.06,23169877290.06,22909818850.1,22249890584.1,13731856235.880001,13071927969.880001,23821786916.06,23161858650.06,22896454450.1,22236526184.1,13665161515.880001,13005233249.880001,18046461247.652813,17546187002.372013,17336852208.98878,16836577963.707981,10257657275.649992,9757383030.36919,18064748252.11711,17564474006.836308,17367330549.762608,16867056304.481808,10409758709.606993,9909484464.32619,18058669532.23064,17558395286.949837,17357199349.951824,16856925104.671022,10359199198.170315,9858924952.889513,19658.518132743247
Estonia,2019,27951000000.0,1324820.0,26297853986.0,25754755787.0,25638985706.0,25095887507.0,19065990246.0,18522892047.0,26283829491.11,25740731292.11,25615611547.85,25072513348.85,18949342066.28,18406243867.28,26137669491.11,25594571292.11,25372011547.85,24828913348.85,17733662066.28,17190563867.28,19850133592.488037,19440192469.165623,19352806951.887802,18942865828.56539,14391381656.375961,13981440533.053547,19839547629.94973,19429606506.627316,19335163680.990623,18925222557.668213,14303333333.04147,13893392209.719057,19729223208.518894,19319282085.19648,19151289645.272564,18741348521.950153,13385714335.743723,12975773212.421309,21097.960477649794
Estonia,2020,27430000000.0,1328976.0,25939849199.0,25433323965.0,25355370899.0,24848845665.0,19524504049.0,19017978815.0,26047554794.69,25541029560.69,25534880225.15,25028354991.15,20420341067.120003,19913815833.120003,25844732594.69,25338207360.69,25196843225.15,24690317991.15,18733375467.120003,18226850233.120003,19518673925.63899,19137534436.28779,19078877947.382046,18697738458.030846,14691389497.628248,14310250008.27705,19599717974.3577,19218578485.0065,19213951361.91323,18832811872.562035,15365470156.812466,14984330667.461266,19447102577.23992,19065963087.88872,18959592366.71693,18578452877.36573,14096097647.451876,13714958158.100676,20639.951361047904
Estonia,2021,31169000000.0,1330068.0,29768186217.0,29271803019.0,29117280717.0,28620897519.0,22623723467.0,22127340269.0,29887973864.49,29391590666.49,29316926796.15,28820543598.15,23620052471.52,23123669273.52,29668551164.49,29172167966.49,28951222296.15,28454839098.15,21795012871.52,21298629673.52,22380950610.795837,22007749242.144012,21891573000.027065,21518371631.375237,17009448740.214787,16636247371.562958,22471011906.526585,22097810537.874756,22041675159.57831,21668473790.92648,17758529993.59431,17385328624.942486,22306040867.45189,21932839498.80006,21766723427.78715,21393522059.135323,16386389922.56035,16013188553.908522,23434.140209372756
Greece,1990,,10120892.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1991,,10272691.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1992,,10367163.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1993,,10430958.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1994,,10489871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1995,104662100000.0,10535973.0,68080694810.0,32884651994.0,63606022790.0,28409979974.0,18965842400.0,-16230200416.0,,,,,,,,,,,,,6461737782.547468,3121178461.0685697,6037033579.148314,2696474257.669415,1800103549.9996061,-1540455771.4792929,,,,,,,,,,,,,9933.785897135462
Greece,1996,114908200000.0,10588332.0,77888223656.0,41851967972.0,73260200816.0,37223945132.0,27090163436.0,-8946092248.0,,,,,,,,,,,,,7356042826.764404,3952649763.1543856,6918955772.826163,3515562709.2161446,2558492068.061334,-844900995.5486851,,,,,,,,,,,,,10852.34199305424
Greece,1997,126353800000.0,10629267.0,88608610507.0,51410583631.0,83765795887.0,46567769011.0,35452954797.0,-1745072079.0,,,,,,,,,,,,,8336286077.581831,4836700746.250894,7880674733.920975,4381089402.590037,3335409186.4471936,-164176144.8837441,,,,,,,,,,,,,11887.348393826216
Greece,1998,129057300000.0,10693250.0,90695023526.0,52394568051.0,85623043046.0,47322587571.0,35023999686.0,-3276455789.0,,,,,,,,,,,,,8481520915.156757,4899779585.345896,8007204829.775793,4425463499.9649315,3275337216.094265,-306404113.7165969,,,,,,,,,,,,,12069.043555513992
Greece,1999,139945100000.0,10747768.0,102615031242.0,64501056466.0,97563030582.0,59449055806.0,47163309712.0,9049334936.0,,,,,,,,,,,,,9547566642.860174,6001344322.467697,9077515497.357218,5531293176.964743,4388195736.268219,841973415.8757428,,,,,,,,,,,,,13020.852329525535
Greece,2000,142976000000.0,10775627.0,105470099055.0,65686984506.0,100256576895.0,60473462346.0,48245486775.0,8462372226.0,,,,,,,,,,,,,9787838708.132715,6095885140.2336035,9304013297.323673,5612059729.4245615,4477278841.871568,785325273.9724566,,,,,,,,,,,,,13268.462243542766
Greece,2001,152193800000.0,10835989.0,122764164020.0,81589037421.0,117509806520.0,76334679921.0,65091335270.0,23916208671.0,,,,,,,,,,,,,11329299431.736227,7529450004.148214,10844400683.68471,7044551256.096698,6006958411.45649,2207108983.8684773,,,,,,,,,,,,,14045.21543903376
Greece,2002,163460800000.0,10888274.0,134348542078.0,93705633574.0,129108723718.0,88465815214.0,76835297698.0,36192389194.0,,,,,,,,,,,,,12338828181.39955,8606105391.359549,11857593197.78323,8124870407.743229,7056701337.420422,3323978547.38042,,,,,,,,,,,,,15012.553872174782
Greece,2003,178904900000.0,10915770.0,149520227493.0,108878087624.0,144108221313.0,103466081444.0,90117016803.0,49474876934.0,,,,,,,,,,,,,13697634476.816568,9974384548.593456,13201837462.038866,9478587533.815754,8255672005.089884,4532422076.866772,,,,,,,,,,,,,16389.581312174952
Greece,2004,193715800000.0,10940369.0,164061191230.0,123003319688.0,158621313430.0,117563441888.0,104352056330.0,63294184788.0,,,,,,,,,,,,,14995946775.652632,11243068646.770506,14498716947.298578,10745838818.416454,9538257469.195051,5785379340.312927,,,,,,,,,,,,,17706.51428667534
Greece,2005,199242300000.0,10969912.0,169074483681.0,127904121773.0,163479274761.0,122308912853.0,107660404821.0,66490042913.0,,,,,,,,,,,,,15412565176.548363,11659539454.190699,14902514693.007565,11149488970.6499,9814153916.73151,6061128194.373847,,,,,,,,,,,,,18162.616072034125
Greece,2006,217861600000.0,11004716.0,188806335181.0,148738570363.0,183359811721.0,143292046903.0,129024256251.0,88956491433.0,,,,,,,,,,,,,17156856676.810196,13515893582.624031,16661930368.852772,13020967274.666607,11724451248.991796,8083488154.805631,,,,,,,,,,,,,19797.11243797659
Greece,2007,232694600000.0,11036008.0,203568985500.0,164167814929.0,197959318500.0,158558147929.0,141996212000.0,102595041429.0,,,,,,,,,,,,,18445889627.843693,14875652040.937267,17937583816.53946,14367346229.633034,12866628222.813902,9296390635.907476,,,,,,,,,,,,,21085.033646224252
Greece,2008,241990400000.0,11060937.0,214251907085.0,177111801204.0,208827205985.0,171687100104.0,154709354535.0,117569248654.0,213383201178.05,176243095297.05,207379362806.75,170239256925.75,147483927626.4,110343821745.4,214257937278.05,177117831397.05,208837256306.75,171697150425.75,154759510426.4,117619404545.4,19370140801.362488,16012368681.242828,18879703047.309647,15521930927.189983,13987002596.163418,10629230476.043756,19291602617.214977,15933830497.095318,18748806073.730465,15391033953.610804,13333764366.111116,9975992245.991457,19370685980.586452,16012913860.466793,18880611679.34959,15522839559.229929,13991537102.72466,10633764982.605,21877.929509950198
Greece,2009,237534200000.0,11094745.0,211780756894.0,177913115154.0,206663725954.0,172796084214.0,155615250624.0,121747608884.0,210937202924.35,177069561184.35,205257802671.25,171390160931.25,148599023955.8,114731382215.79999,210832528424.35,176964886684.35,205083345171.25,171215703431.25,147728397955.8,113860756215.79999,19088384356.19746,16035800295.905855,18627172229.194992,15574588168.903387,14026032200.289415,10973448139.99781,19012352507.81789,15959768447.526285,18500452481.895706,15447868421.604101,13393640318.529177,10341056258.23757,19002917906.121323,15950333845.829716,18484728145.73476,15432144085.443151,13315168393.306921,10262584333.015314,21409.61328989535
Greece,2010,224124000000.0,11119289.0,203631911363.0,177402655491.0,198769715423.0,172540459551.0,150263522593.0,124034266721.0,202763343075.77,176534087203.77002,197322101610.95,171092845738.95,143039240330.96002,116809984458.96,203106447375.77,176877191503.77002,197893942110.95,171664686238.95,145892996730.96002,119663740858.96,18313393182.154003,15954496325.349579,17876117386.91206,15517220530.107635,13513770762.95076,11154873906.146338,18235279528.733356,15876382671.928934,17745927964.544315,15387031107.739893,12864063550.372692,10505166693.568266,18266136204.91112,15907239348.1067,17797355758.173927,15438458901.369505,13120712730.009989,10761815873.205563,20156.32474342559
Greece,2011,203308200000.0,11123392.0,184726972449.0,161970255341.0,179994417909.0,157237700801.0,132781552379.0,110024835271.0,183882498190.47,161125781082.47,178586960811.45,155830243703.45,125757671244.56,103000954136.56,184642473490.47,161885756382.47,179853586311.45,157096869203.45,132078735644.56,109322018536.56,16607072055.808157,14561228745.781862,16181612399.257349,14135769089.231054,11937145825.571913,9891302515.545618,16531153284.040518,14485309974.014223,16055081112.97795,14009237802.951654,11305694454.044233,9259851144.01794,16599475545.811028,14553632235.784733,16168951549.262133,14123108239.235838,11873962155.119589,9828118845.093296,18277.536204783577
Greece,2012,188380600000.0,11086406.0,170685922849.0,149188163387.0,166091955289.0,144594195827.0,120261659869.0,98763900407.0,169874382922.81,148376623460.81,164739388745.35,143241629283.35,113511708736.88,92013949274.88,170930640922.81,149432881460.81,166499818745.35,145002059283.35,122297092736.88,100799333274.88,15395965369.570625,13456855484.726068,14981586935.297155,13042477050.452599,10847668745.759447,8908558860.91489,15322764015.931763,13383654131.087206,14859584679.232388,12920474794.387829,10238819391.683834,8299709506.839277,15418039076.217304,13478929191.372747,15018376446.374958,13079266561.530401,11031265924.852472,9092156040.007915,16992.03511038654
Greece,2013,179884400000.0,11003615.0,163489156503.0,143560647716.0,159237077343.0,139308568556.0,116817525723.0,96889016936.0,162927707507.97,142999198720.97,158301329017.95,138372820230.95,112147695986.56,92219187199.56,164083726007.97,144155217220.97,160228026517.95,140299517730.95,121762833986.56,101834325199.56,14857767788.404083,13046680360.590588,14471342131.017853,12660254703.204355,10616286168.045683,8805198740.232187,14806743739.03213,12995656311.218632,14386302048.731258,12575214620.917763,10191895662.1583,8380808234.344804,14911801804.040764,13100714376.227268,14561398823.745653,12750311395.932156,11065711948.896795,9254624521.083298,16347.7548060342
